document,topic,score
5642,11,0.12207725
1667,11,0.12162724
8771,11,0.12148088
12213,11,0.12122325
1448,11,0.12093946
14523,11,0.12084537
9481,11,0.12082183
16824,11,0.12078341
1196,11,0.12060065
579,11,0.1203386
15008,11,0.12010268
4426,11,0.11959692
8974,11,0.11939308
15209,11,0.11938026
17043,11,0.119313166
18468,11,0.11930877
2575,11,0.11915832
18625,11,0.119128734
4698,11,0.1189445
3651,11,0.118347436
11897,11,0.118222445
4339,11,0.1180113
13960,11,0.11796386
3173,11,0.11778663
4661,11,0.11738672
11478,11,0.117369704
6614,11,0.117247626
3220,11,0.11678308
18061,11,0.11673308
2132,11,0.11662055
15405,11,0.11643027
14329,11,0.116231665
6602,11,0.11620463
14668,11,0.11604731
15987,11,0.11558039
623,11,0.11546345
10712,11,0.11515988
10678,11,0.115122944
8276,11,0.1150509
11023,11,0.11461832
7868,11,0.11456031
18614,11,0.11441085
12583,11,0.11427286
3428,11,0.11404787
14768,11,0.11387793
2136,11,0.112960465
8287,11,0.112852424
3120,11,0.112840526
10547,11,0.112600416
10852,11,0.11251015
15985,11,0.1125032
9414,11,0.11244049
15495,11,0.112200916
12861,11,0.11196993
10044,11,0.11193491
17960,11,0.11186308
15424,11,0.111455575
11568,11,0.11144413
17856,11,0.11114354
17127,11,0.11096077
16327,11,0.11055941
11223,11,0.110452615
4902,11,0.11019268
230,11,0.10994711
14197,11,0.10988475
1127,11,0.109836735
9473,11,0.10974739
9235,11,0.10970532
14565,11,0.10962997
12799,11,0.109037824
9757,11,0.10884523
2230,11,0.10868879
18568,11,0.10867034
9671,11,0.10864897
84,11,0.10854759
354,11,0.10731897
14592,11,0.10710384
3174,11,0.107079916
13891,11,0.10692146
16071,11,0.10659376
929,11,0.10559806
869,11,0.10537117
12652,11,0.10515186
7921,11,0.10507903
14262,11,0.105002694
6881,11,0.10471811
3992,11,0.10465379
5681,11,0.10432428
9397,11,0.10396372
875,11,0.103893965
8332,11,0.10368281
7376,11,0.10327994
11332,11,0.102471314
16086,11,0.1022992
9301,11,0.10211545
2198,11,0.10152618
9291,11,0.10113105
10116,11,0.100667976
14814,11,0.100398086
15138,11,0.10023059
8619,11,0.100179404
1330,11,0.09952572
9067,11,0.099142544
9227,11,0.09816734
10302,11,0.09674653
10567,11,0.09672224
10786,11,0.09630933
103,11,0.09620328
15036,11,0.095985025
2737,11,0.09546711
2469,11,0.09499629
9639,11,0.094875954
2277,11,0.09362176
7772,11,0.09326167
283,11,0.09288048
5709,11,0.09235773
15444,11,0.09204968
10571,11,0.09200737
5609,11,0.09196664
9017,11,0.09157018
14939,11,0.09124442
10996,11,0.090902634
5369,11,0.090180695
15850,11,0.08908355
1305,11,0.088348076
16018,11,0.08707356
5989,11,0.08696016
7660,11,0.08659902
13312,11,0.08517237
18050,11,0.08242495
3659,11,0.079360165
18745,12,0.30190417
9424,12,0.29902768
8356,12,0.28532
14609,12,0.28022248
17481,12,0.2794761
10473,12,0.27916664
16252,12,0.27485007
12198,12,0.27460343
12870,12,0.26563212
161,12,0.25057185
9718,12,0.24866325
5996,12,0.24597543
2568,12,0.24312648
7011,12,0.2304702
13079,12,0.2263631
17162,12,0.21734098
8262,12,0.21472503
4258,12,0.20552933
2233,12,0.19700614
4141,12,0.19405732
5478,12,0.19395623
7776,12,0.1915002
13114,12,0.19087844
16800,12,0.18874225
15709,12,0.18811205
11567,12,0.18743165
4140,12,0.18672179
15847,12,0.18655781
1138,12,0.18648371
6565,12,0.18323946
11977,12,0.18270616
1156,12,0.18122499
11059,12,0.17803887
4901,12,0.1774204
4527,12,0.17733623
1421,12,0.17671824
400,12,0.17629656
9751,12,0.1747636
2664,12,0.1745266
1349,12,0.17277367
13600,12,0.17262146
10789,12,0.17216046
6808,12,0.17212968
766,12,0.17177378
15464,12,0.17176466
9196,12,0.17119712
6524,12,0.1707511
14193,12,0.17056856
17069,12,0.1704825
17903,12,0.17037463
3650,12,0.17033556
9661,12,0.17016901
3155,12,0.1696834
1205,12,0.16949679
16156,12,0.16803917
16020,12,0.16802937
11613,12,0.16773698
16782,12,0.16771862
15977,12,0.16758144
1961,12,0.16741984
9410,12,0.16696255
9864,12,0.16483599
2302,12,0.16479726
361,12,0.16473967
9900,12,0.1646424
2848,12,0.16440612
6825,12,0.16404256
6963,12,0.16384019
17459,12,0.16251902
10349,12,0.162317
8238,12,0.16156507
17726,12,0.16141675
3162,12,0.16127913
5350,12,0.16127568
14682,12,0.16048986
8877,12,0.1601126
13443,12,0.15984379
10344,12,0.15978467
16304,12,0.15919285
12338,12,0.15876704
8628,12,0.15874906
4825,12,0.15784323
999,12,0.1577536
2932,12,0.15741575
15896,12,0.15666695
10932,12,0.15518689
125,12,0.15411356
2948,12,0.15390366
3670,12,0.15383661
6917,12,0.15338805
2773,12,0.15322235
10003,12,0.15296817
7490,12,0.15288189
17220,12,0.15280314
7464,12,0.15187141
17091,12,0.15153554
15650,12,0.15108141
15193,12,0.15096599
18166,12,0.1508769
7214,12,0.15079817
16541,12,0.1505592
11527,12,0.15047003
5297,12,0.15027025
7946,12,0.14942068
16166,12,0.14846481
13545,12,0.14821708
15310,12,0.14798251
3897,12,0.14757967
10703,12,0.14745997
16636,12,0.14738768
17663,12,0.14728153
12776,12,0.14720131
6335,12,0.14717253
11953,12,0.14572568
17798,12,0.14539602
5374,12,0.14533831
1236,12,0.1452451
6576,12,0.14511234
16719,12,0.14501463
17263,12,0.14458705
17925,12,0.14424364
9577,12,0.14381762
17596,12,0.14336447
3291,12,0.14313912
4920,12,0.14300679
16041,12,0.1428853
6201,12,0.14233689
7889,12,0.14189716
18151,12,0.14186534
7321,12,0.1417282
1945,12,0.14161904
7371,12,0.1413627
17311,12,0.14116934
7340,12,0.14106849
10584,12,0.14092085
2099,12,0.14050661
3996,12,0.14049016
17095,12,0.14037082
2459,12,0.14026979
64,12,0.14011219
18653,12,0.13979787
3177,12,0.13961789
2004,12,0.13955128
8751,12,0.13936912
13642,12,0.13932553
15949,12,0.1391552
379,12,0.13900001
2434,12,0.13848738
13,12,0.13841082
9846,12,0.1383204
1704,12,0.13805191
2651,12,0.13802679
10939,12,0.13750528
10012,12,0.13710779
2299,12,0.13708042
3979,12,0.1369453
6889,12,0.13668382
9735,12,0.13640845
14795,12,0.1362628
18485,12,0.13621697
16337,12,0.13595173
3848,12,0.13512956
10140,12,0.134917
17752,12,0.13475366
1812,12,0.13437046
9655,12,0.13369
2322,12,0.13345756
18242,12,0.13342385
6510,12,0.13330212
15738,12,0.13306768
9244,12,0.13293634
18605,12,0.13292627
10029,12,0.13288699
14641,12,0.13272849
10870,12,0.13243036
5763,12,0.13233228
17801,12,0.13229793
257,12,0.13216598
15829,12,0.13202137
18714,12,0.13181604
16966,12,0.13181162
6245,12,0.1314465
6572,12,0.13109107
8288,12,0.13102078
1668,12,0.1310011
6816,12,0.13076468
7616,12,0.13065636
14619,12,0.13024661
5219,12,0.13022582
11735,12,0.13011974
3235,12,0.13011679
4360,12,0.12998155
15257,12,0.12996784
16444,12,0.12987308
1009,12,0.12976895
12951,12,0.12976517
11028,12,0.1295489
15749,12,0.12944587
6719,12,0.1293435
15114,12,0.12929495
18052,12,0.12896542
8338,12,0.12895428
11952,12,0.12873825
4773,12,0.12870874
9070,12,0.12845945
18246,12,0.12808706
6976,12,0.12804574
10372,12,0.1279071
5734,12,0.12789793
9273,12,0.12783141
7875,12,0.12776066
16458,12,0.12757567
8763,12,0.12752709
4622,12,0.12749085
2960,12,0.12722707
9898,12,0.12719196
11771,12,0.12694101
12484,12,0.12648383
15412,12,0.12636659
17411,12,0.12630019
16758,12,0.12626848
2928,12,0.12598693
17795,12,0.12571327
5497,12,0.12564395
6541,12,0.12564309
10363,12,0.12526119
15090,12,0.12522589
3113,12,0.12500302
16419,12,0.124998905
12476,12,0.12478725
8723,12,0.124459706
15001,12,0.12440519
9314,12,0.1243983
8798,12,0.12439022
1729,12,0.1242127
5193,12,0.12407345
818,12,0.12391911
10550,12,0.123181805
10301,12,0.12313595
14786,12,0.12305682
16992,12,0.12298664
3922,12,0.12295919
15418,12,0.12294098
14339,12,0.122719675
5031,12,0.12223641
8030,12,0.12210436
8448,12,0.12200237
5189,12,0.121850304
16701,12,0.12131223
10679,12,0.12043662
18130,12,0.12038531
3295,12,0.12012379
8626,12,0.12006423
10200,12,0.12002741
14334,12,0.11980089
13210,12,0.11964709
5480,12,0.11920629
6486,12,0.119147524
321,12,0.11833336
7303,12,0.11825318
4079,12,0.11814365
16384,12,0.117975384
14158,12,0.11792555
990,12,0.11785396
4490,12,0.117645234
5800,12,0.11733388
13110,12,0.11725616
18033,12,0.11722651
1321,12,0.11709469
5076,12,0.1167831
13152,12,0.116758734
3189,12,0.11650467
15339,12,0.11621248
18250,12,0.116036855
17356,12,0.11519521
15746,12,0.11494952
15207,12,0.11490275
11538,12,0.11488819
12233,12,0.11485713
2720,12,0.11449285
8747,12,0.11443488
559,12,0.11361244
13796,12,0.113480285
15471,12,0.11340919
4025,12,0.11260027
9036,12,0.11230113
3767,12,0.11201117
18017,12,0.111784615
14549,12,0.11174802
12766,12,0.111709006
1741,12,0.11167865
16028,12,0.11151964
1413,12,0.11102281
834,12,0.11101479
288,12,0.11065716
7881,12,0.110402964
25,12,0.11012278
10138,12,0.11006038
9503,12,0.1099269
18486,12,0.10862447
14445,12,0.10842681
16108,12,0.10816952
16856,12,0.10769638
1428,12,0.107654825
14420,12,0.10749495
9119,12,0.10745032
7774,12,0.10675577
17637,12,0.10673328
17415,12,0.10658682
14577,12,0.10605278
8813,12,0.105961226
11118,12,0.10566378
10139,12,0.10559576
6747,12,0.10552171
15151,12,0.10535103
15012,12,0.1049174
15956,12,0.10490871
4850,12,0.10462161
225,12,0.104368076
4692,12,0.103916384
359,12,0.10377228
212,12,0.10312261
14703,12,0.103008814
376,12,0.1026343
8371,12,0.1021943
15142,12,0.102082305
4121,12,0.10128819
11297,12,0.10128783
2014,12,0.10128419
5235,12,0.10113651
18396,12,0.100874245
5638,12,0.10087067
5787,12,0.09908978
18778,12,0.098872595
18627,12,0.09774655
15552,12,0.09736407
304,12,0.09694191
11912,12,0.096203595
11830,12,0.09607766
12112,12,0.095932975
4472,12,0.095372975
9432,12,0.09525152
7799,12,0.09492073
14061,12,0.09484684
9747,12,0.09464329
2931,12,0.09433047
9926,12,0.09425178
3986,12,0.09362884
17828,12,0.09344032
16738,12,0.0912579
14006,12,0.090901874
8281,12,0.08910999
10475,12,0.08855527
2442,12,0.0885276
2196,12,0.08605038
9775,12,0.08428007
5448,12,0.08188323
18623,12,0.081052214
15348,12,0.08010223
4887,12,0.075440474
10427,12,0.07423641
7669,12,0.07180677
12907,13,0.35924035
7157,13,0.26368642
6219,13,0.25706837
2332,13,0.23888183
17451,13,0.23869734
7481,13,0.23855276
9298,13,0.2356925
8490,13,0.23509254
2891,13,0.2338897
16249,13,0.22436595
4513,13,0.22319938
7743,13,0.2151588
18187,13,0.21466807
6604,13,0.21252503
3879,13,0.2097643
10949,13,0.2084066
2953,13,0.20670122
15317,13,0.2063678
3186,13,0.20432319
18290,13,0.20110342
8224,13,0.19883251
6251,13,0.19782566
7319,13,0.19591527
8862,13,0.19536896
14653,13,0.19366862
5240,13,0.19320668
2034,13,0.19187652
8739,13,0.19177686
6374,13,0.19090289
9415,13,0.18867889
18314,13,0.18841638
15786,13,0.18700232
16976,13,0.1858063
2515,13,0.18399188
11437,13,0.18184951
13875,13,0.18139048
5827,13,0.17994697
1129,13,0.17858629
536,13,0.17849813
4502,13,0.17746948
9825,13,0.17702152
8579,13,0.17642799
8077,13,0.17634565
13574,13,0.17618382
2552,13,0.17490913
8905,13,0.17488235
14169,13,0.17456126
11008,13,0.1744878
11740,13,0.17365406
15205,13,0.17278822
6946,13,0.17246105
16344,13,0.17222036
4791,13,0.17205364
3621,13,0.17163812
5912,13,0.17087281
3395,13,0.17036256
11907,13,0.17009585
638,13,0.16868854
18771,13,0.16732171
2836,13,0.16695152
9980,13,0.16633725
7102,13,0.16585037
1216,13,0.16565804
292,13,0.1652028
13102,13,0.16378823
10304,13,0.16372745
15821,13,0.16338913
7211,13,0.16274656
7217,13,0.16234875
6552,13,0.16178936
16387,13,0.16137452
12596,13,0.16052058
18259,13,0.16048379
11686,13,0.16041589
4462,13,0.16036849
5102,13,0.15946126
11708,13,0.15894341
9185,13,0.1570303
18318,13,0.15669788
1443,13,0.15662906
74,13,0.15596458
670,13,0.15578243
10995,13,0.15552525
5084,13,0.15532085
15778,13,0.15518148
1756,13,0.15456519
436,13,0.1541101
14070,13,0.1535608
16039,13,0.15334842
12713,13,0.15239982
4043,13,0.15221521
11382,13,0.15206411
3648,13,0.15195566
13841,13,0.15179999
10804,13,0.15169214
13687,13,0.15160397
9505,13,0.15155108
7522,13,0.1511085
10142,13,0.15097652
6983,13,0.15082939
12199,13,0.15050112
9874,13,0.15034944
11669,13,0.14997235
6125,13,0.1494402
1108,13,0.14920498
5207,13,0.14874247
8173,13,0.14871325
9143,13,0.14842881
14489,13,0.14831574
9263,13,0.14785293
2188,13,0.147005
18347,13,0.1469356
5597,13,0.14670652
15404,13,0.14660966
18643,13,0.14613222
13904,13,0.14567365
12447,13,0.14561124
5173,13,0.14557004
12037,13,0.14530312
18213,13,0.14508837
222,13,0.14471133
5168,13,0.14417969
9206,13,0.14413257
9902,13,0.1438375
18041,13,0.14366485
12390,13,0.1435605
6685,13,0.14304024
8718,13,0.14277105
16170,13,0.14274146
9954,13,0.14239977
12432,13,0.14233129
6858,13,0.14226092
18571,13,0.14225003
1959,13,0.14113021
8501,13,0.14082853
7954,13,0.14065352
18195,13,0.14039339
3033,13,0.14032707
10592,13,0.14025638
15686,13,0.13959274
3674,13,0.13955455
10638,13,0.13954517
11772,13,0.13890447
14666,13,0.13870414
526,13,0.13840263
5696,13,0.13840199
15674,13,0.13793151
18720,13,0.13784726
2558,13,0.13777077
15696,13,0.13735704
6153,13,0.13732721
9340,13,0.13729416
7428,13,0.1371826
16999,13,0.13715357
7046,13,0.13652329
8377,13,0.13632295
6393,13,0.13592926
5853,13,0.13546197
9553,13,0.13531466
6639,13,0.13523504
10038,13,0.13513356
4847,13,0.13503273
18351,13,0.13491257
12918,13,0.13482353
11532,13,0.13450637
4614,13,0.13447066
5862,13,0.13438496
4379,13,0.1343421
2326,13,0.13376077
8290,13,0.13347949
10737,13,0.13344939
16352,13,0.1331611
4881,13,0.13303311
14185,13,0.13293174
15716,13,0.13292305
3333,13,0.13236907
14778,13,0.13223833
17537,13,0.1321797
2875,13,0.13205878
14270,13,0.13199434
4533,13,0.13175508
3211,13,0.13155293
4427,13,0.13146228
1405,13,0.13138594
7865,13,0.13123733
17923,13,0.13118482
7600,13,0.13113429
13543,13,0.13075964
10765,13,0.13067219
4077,13,0.13063277
10345,13,0.13040185
1141,13,0.1303422
9331,13,0.13028768
5798,13,0.12993732
4772,13,0.12987897
12888,13,0.12967312
554,13,0.1291535
16859,13,0.1290698
15169,13,0.12894654
6700,13,0.12854181
18134,13,0.12747377
8038,13,0.12732857
1564,13,0.12726061
7058,13,0.12683634
2420,13,0.12668303
2063,13,0.12634455
8772,13,0.12617706
1406,13,0.12595886
11444,13,0.12571616
6780,13,0.1254524
12942,13,0.1253609
1716,13,0.12521793
17145,13,0.124900855
1524,13,0.12487962
2270,13,0.12468278
4021,13,0.12453717
12322,13,0.12427709
15221,13,0.1242229
15758,13,0.124030046
5735,13,0.1240262
9128,13,0.12394288
7474,13,0.12391066
14026,13,0.12387639
7236,13,0.123631865
10791,13,0.12337572
7555,13,0.12292146
15496,13,0.12285946
14018,13,0.122135326
14248,13,0.12213502
3453,13,0.12210029
45,13,0.12194173
3801,13,0.12173824
2582,13,0.121712424
3150,13,0.121585116
16148,13,0.12151203
4954,13,0.120978065
2923,13,0.12065672
4967,13,0.12065175
9430,13,0.12053343
8919,13,0.12042364
375,13,0.120413
417,13,0.11973064
10376,13,0.11935346
17892,13,0.11929395
2808,13,0.11929096
4124,13,0.11839016
12356,13,0.1182886
6263,13,0.1181682
13518,13,0.118056834
16741,13,0.11793121
12496,13,0.11764943
5476,13,0.11737017
16634,13,0.11708676
14017,13,0.116903044
8657,13,0.11690269
2184,13,0.116875865
12597,13,0.115830064
5688,13,0.11581815
7986,13,0.115737654
14253,13,0.115617454
10007,13,0.115192294
14775,13,0.11514663
6414,13,0.114939846
7841,13,0.114697345
62,13,0.11468348
9994,13,0.114682026
12585,13,0.114468165
4397,13,0.11412321
11125,13,0.1139772
14751,13,0.113868125
1432,13,0.11339214
17598,13,0.113001816
13154,13,0.11279634
17359,13,0.11271268
9155,13,0.11212703
11542,13,0.11162913
15620,13,0.11157294
3726,13,0.11139561
8729,13,0.11130198
10711,13,0.11129982
11579,13,0.11116545
6022,13,0.11113652
18698,13,0.11098399
8631,13,0.110935375
10770,13,0.1107928
10144,13,0.11071688
14895,13,0.11070381
5135,13,0.11061253
687,13,0.1105499
11818,13,0.110429294
474,13,0.11040582
5175,13,0.1103838
17652,13,0.110277995
5095,13,0.11026393
13556,13,0.1100339
16408,13,0.11002866
16132,13,0.10984259
13408,13,0.10972678
658,13,0.10950795
8259,13,0.10897902
10248,13,0.108954966
5515,13,0.10829348
199,13,0.108190835
11069,13,0.10786719
17872,13,0.10770252
15229,13,0.10736271
18199,13,0.10718599
693,13,0.107093684
6217,13,0.106733285
1523,13,0.10660849
17624,13,0.10657843
17410,13,0.106344834
8694,13,0.1062891
17837,13,0.10621762
11182,13,0.105602525
18370,13,0.105338976
7870,13,0.10506634
16136,13,0.104256645
18272,13,0.10407973
11194,13,0.10379119
9033,13,0.10373242
918,13,0.10348403
18043,13,0.10343742
18599,13,0.10312478
15178,13,0.10247605
13192,13,0.10246967
4453,13,0.10243796
15532,13,0.10166417
14901,13,0.10135284
13918,13,0.101234436
14928,13,0.100908354
2072,13,0.100901596
5365,13,0.09955625
3681,13,0.099167906
10096,13,0.09904374
15611,13,0.098803274
17978,13,0.09814644
2555,13,0.0978004
18525,13,0.09740312
5455,13,0.0973214
8003,13,0.09649423
17793,13,0.09636005
4586,13,0.09584522
2943,13,0.09481923
16353,13,0.09444547
13549,13,0.09402133
9672,13,0.09076024
15754,13,0.090280004
3274,13,0.09001523
13141,13,0.08921762
1822,13,0.08844124
6716,13,0.08704665
18765,13,0.08673841
14516,13,0.08577847
18001,13,0.08556979
6628,13,0.08427232
14694,13,0.081809044
5174,13,0.078513645
7430,13,0.07843901
17747,13,0.07750242
11634,13,0.07677323
8161,13,0.0701766
6551,14,0.36164334
12239,14,0.32934985
13627,14,0.328587
4464,14,0.31435263
4209,14,0.29863724
7857,14,0.26082048
10459,14,0.25112867
13906,14,0.23390542
1827,14,0.22880778
12884,14,0.22530887
5359,14,0.22351494
12686,14,0.22342736
16827,14,0.22081022
2900,14,0.2189246
14171,14,0.21714546
4523,14,0.21124545
11062,14,0.2093682
16153,14,0.20935628
6019,14,0.20788822
6395,14,0.19867274
7898,14,0.19654427
13775,14,0.19573365
13608,14,0.19528024
6766,14,0.19286875
8878,14,0.19283246
5380,14,0.19061369
2481,14,0.18894683
153,14,0.18834746
5395,14,0.18690197
34,14,0.18488573
10346,14,0.18441615
13531,14,0.18160212
3694,14,0.18013951
6091,14,0.17980932
18142,14,0.1795744
1722,14,0.1793732
4273,14,0.1780872
12614,14,0.17782044
16226,14,0.17733657
10287,14,0.17622115
13274,14,0.17549251
14023,14,0.17540789
1591,14,0.17299841
16726,14,0.17283823
5391,14,0.1717604
3344,14,0.17120628
13867,14,0.17071867
1231,14,0.16868687
6412,14,0.16852085
8092,14,0.16841266
1518,14,0.16789152
8183,14,0.16779353
10534,14,0.16732466
5101,14,0.16663116
1200,14,0.16625133
11281,14,0.16597693
8750,14,0.16583157
3316,14,0.16571157
7164,14,0.16478308
462,14,0.16450985
10609,14,0.16432849
15925,14,0.16417496
900,14,0.16408478
12894,14,0.1640562
8936,14,0.16367571
6391,14,0.16366868
753,14,0.16307375
14386,14,0.16133565
15677,14,0.1608138
8188,14,0.16050111
6921,14,0.16039266
16311,14,0.15990083
10856,14,0.15970606
8684,14,0.15946117
2288,14,0.1593228
18700,14,0.15907386
5364,14,0.15893146
8709,14,0.15848532
15566,14,0.15823609
960,14,0.15823567
6420,14,0.15783617
18253,14,0.15772098
13258,14,0.15765463
11390,14,0.15749109
14444,14,0.15720128
11061,14,0.15705854
18722,14,0.15648036
760,14,0.15515557
5933,14,0.15489021
13118,14,0.1543904
3499,14,0.15430683
14004,14,0.1542098
1748,14,0.15378894
15735,14,0.15313435
4087,14,0.15288463
4815,14,0.1523549
6556,14,0.1520037
3182,14,0.15135156
2457,14,0.15110537
3237,14,0.15091874
11239,14,0.15091576
4706,14,0.15069371
16057,14,0.1504737
5226,14,0.15001705
11336,14,0.1499107
16115,14,0.14962123
8179,14,0.14940421
13403,14,0.14905533
4308,14,0.14902481
5633,14,0.14898148
592,14,0.14886986
3699,14,0.14874329
3207,14,0.1483977
2173,14,0.14723577
449,14,0.1471494
5251,14,0.14698248
11242,14,0.14637518
10908,14,0.14626595
6922,14,0.14571078
17815,14,0.14567177
7543,14,0.14558513
10233,14,0.14557523
2531,14,0.14547585
11185,14,0.14542656
5090,14,0.14506905
4175,14,0.14501034
14933,14,0.14491385
73,14,0.14466311
5089,14,0.14436156
7468,14,0.14417176
10426,14,0.14405829
6997,14,0.14347582
18070,14,0.14342616
15751,14,0.14315504
6520,14,0.14312764
16754,14,0.1431001
10014,14,0.14231467
2611,14,0.14183752
10203,14,0.14175269
13372,14,0.14131284
8178,14,0.14090519
5243,14,0.14089492
5780,14,0.14075036
1585,14,0.14057928
5789,14,0.1405759
6876,14,0.14045611
9394,14,0.14017826
12111,14,0.14011139
16476,14,0.13981058
7965,14,0.13952099
18232,14,0.13866886
7448,14,0.13866387
11186,14,0.13841213
12025,14,0.13835524
10051,14,0.13832754
4941,14,0.13819595
2491,14,0.13801882
8569,14,0.13791819
10278,14,0.13788629
12174,14,0.1373544
4307,14,0.13690595
1940,14,0.13679335
8222,14,0.13667347
121,14,0.1361515
7858,14,0.13606116
832,14,0.13576618
14150,14,0.13570835
9343,14,0.13515982
12565,14,0.13513972
8732,14,0.13496599
18323,14,0.13484624
8495,14,0.13450615
374,14,0.13444546
2032,14,0.13437569
13033,14,0.1340059
1970,14,0.13355845
16486,14,0.13335599
13764,14,0.13335
3008,14,0.13318183
11078,14,0.13316017
17640,14,0.13313974
3125,14,0.13297178
7069,14,0.1328145
13135,14,0.1328072
5027,14,0.13275856
796,14,0.13268729
17796,14,0.13268538
17910,14,0.13262866
4252,14,0.1325325
925,14,0.13249232
46,14,0.13197772
10220,14,0.13197587
2475,14,0.13174269
17128,14,0.13151313
4231,14,0.13127723
5170,14,0.13121608
18113,14,0.13113491
4618,14,0.1311043
2297,14,0.13097693
6514,14,0.130693
3896,14,0.13046116
18278,14,0.13036376
836,14,0.13009863
2804,14,0.12989692
13593,14,0.12984493
11768,14,0.12975428
358,14,0.12919684
8701,14,0.12907282
15150,14,0.12903962
15160,14,0.12870795
18426,14,0.12865728
11422,14,0.1286547
18371,14,0.12839511
18510,14,0.12823752
18758,14,0.12816648
9705,14,0.12798339
16211,14,0.12791422
4976,14,0.12777042
8121,14,0.1274826
365,14,0.1272814
16608,14,0.12722868
11129,14,0.12717542
10179,14,0.12650418
10859,14,0.12646924
14821,14,0.12582748
8645,14,0.1257474
363,14,0.12562712
13057,14,0.12537482
5899,14,0.125205
4456,14,0.1250985
6400,14,0.1250873
12283,14,0.12508455
6928,14,0.12499811
8576,14,0.1247924
16849,14,0.12471344
11121,14,0.12369198
14107,14,0.1236602
11626,14,0.12343635
13254,14,0.12337609
2005,14,0.12333002
795,14,0.123152725
83,14,0.12301645
1291,14,0.12299911
13658,14,0.12296895
6632,14,0.12286594
3989,14,0.12258179
8504,14,0.12205453
9580,14,0.12196429
5407,14,0.12097418
14661,14,0.12007192
16646,14,0.12001532
1098,14,0.11994344
15641,14,0.119794965
5562,14,0.11939178
13573,14,0.11912604
223,14,0.11901766
6478,14,0.11877891
11472,14,0.11873583
5399,14,0.11865432
16280,14,0.11834935
2371,14,0.11829985
8819,14,0.1179481
13427,14,0.11766576
1559,14,0.1174529
10921,14,0.117379196
14238,14,0.11714114
2970,14,0.11705211
5336,14,0.11669268
14119,14,0.11634893
7266,14,0.11622202
8055,14,0.116153196
14757,14,0.115850285
6377,14,0.11525927
7977,14,0.11515578
5177,14,0.115080096
2334,14,0.11504022
1752,14,0.114387386
17507,14,0.11434199
2909,14,0.11409537
9833,14,0.11406482
8508,14,0.113968894
9586,14,0.11385306
9786,14,0.11383048
298,14,0.11364355
16077,14,0.11323269
11165,14,0.11284156
4674,14,0.11253792
11569,14,0.11243238
16006,14,0.11222253
9223,14,0.11218655
7655,14,0.11189958
9449,14,0.11184567
8924,14,0.11174814
7021,14,0.11174582
2958,14,0.11130129
8041,14,0.11123511
5704,14,0.111226074
974,14,0.11112857
11302,14,0.11106297
17545,14,0.10957408
10182,14,0.10943855
14897,14,0.10913196
13576,14,0.108589746
3437,14,0.108577475
18454,14,0.10838485
2802,14,0.108140066
5606,14,0.10788431
10721,14,0.1078022
11084,14,0.107486695
5550,14,0.107397266
126,14,0.1052324
5697,14,0.104874715
15918,14,0.10480456
16934,14,0.10407646
1207,14,0.10405076
18681,14,0.10380195
16348,14,0.103783
959,14,0.10373755
8416,14,0.103413284
2385,14,0.10223674
15432,14,0.101700924
3583,14,0.10164439
8452,14,0.10145897
12794,14,0.10116151
534,14,0.100232035
587,14,0.09917663
6433,14,0.09865963
16040,14,0.098635025
5927,14,0.0980916
7587,14,0.09784982
14877,14,0.097512595
14414,14,0.09730568
1671,14,0.09704498
13790,14,0.096552536
17310,14,0.09603106
7486,14,0.09514089
12825,14,0.09482437
14187,14,0.09470108
4393,14,0.0946183
13236,14,0.09447936
13211,14,0.0943548
1252,14,0.094048016
3722,14,0.09380359
16536,14,0.09341264
7163,14,0.08998334
8311,14,0.08992646
3265,14,0.08939287
4130,14,0.08810953
14952,14,0.087669805
11144,14,0.087437265
17791,14,0.0871796
17335,14,0.086630754
7032,14,0.08573493
16745,14,0.08480088
4921,14,0.08223045
5096,14,0.0817432
15602,14,0.081342034
12656,14,0.081034854
9758,14,0.079395644
14108,14,0.07826104
16554,14,0.06739804
12305,15,0.2794472
6228,15,0.2595871
5223,15,0.24746108
12961,15,0.23933591
13683,15,0.22737399
6635,15,0.22546297
13610,15,0.22251758
3165,15,0.21302791
2793,15,0.21049365
17783,15,0.2102624
7544,15,0.21001807
8823,15,0.20955808
10160,15,0.20461889
17897,15,0.20454147
17035,15,0.20438433
11635,15,0.20296018
15767,15,0.19837432
3899,15,0.19658534
9324,15,0.19656828
6385,15,0.19624582
2315,15,0.19415547
8679,15,0.19365388
2252,15,0.19237787
11361,15,0.19078256
13885,15,0.18919842
16349,15,0.18879583
15548,15,0.18787377
2306,15,0.18731853
15407,15,0.18618274
11805,15,0.18589254
9509,15,0.18490154
8976,15,0.18459031
1470,15,0.18408453
4893,15,0.18345709
7727,15,0.1826559
8187,15,0.18212488
17169,15,0.18193856
2743,15,0.18033935
16228,15,0.17927012
17945,15,0.17835274
707,15,0.17806515
1387,15,0.17641304
14978,15,0.17619038
17563,15,0.17553689
18629,15,0.17491312
8379,15,0.17476767
12787,15,0.17446235
4227,15,0.174367
8868,15,0.17419861
2374,15,0.17354122
14455,15,0.17353596
16213,15,0.17334087
1655,15,0.17321426
13848,15,0.17308092
13097,15,0.17217118
15714,15,0.17024185
11988,15,0.17021
16203,15,0.16996011
1853,15,0.16885783
15026,15,0.16881236
8061,15,0.16608436
10912,15,0.16460775
5308,15,0.16320749
4260,15,0.16271392
